Promedio Temperatura,Promedio Humedad,Promedio CO2,Promedio TVCO,Suma de Pesos,Nivel de Alerta General
21.68509355754213,82.59581103830352,1235,2125,0.814265396155518,Muy Alto
31.106274663809373,50.50034029170942,1140,1324,0.3499031632546374,Medio
32.505691981146185,49.11833201793044,1841,1134,0.33777502553062627,Medio
22.816420875809037,49.72389365979251,1980,1680,0.649022987010224,Muy Alto
28.777024930766764,79.9069832609714,2153,1639,0.6342805623314653,Muy Alto
28.328817357443505,80.6276396264516,1658,819,0.580573447082771,Alto
36.28202104787147,53.46106209708585,1846,2274,0.3070220603342566,Medio
21.745619764580322,45.24892950265278,1079,931,0.5663793895268454,Alto
33.88030241121398,61.26793734556334,2195,2091,0.42500121669773006,Alto
24.855530074798345,67.47920517996128,1351,2012,0.653901942027879,Muy Alto
35.940855607318774,82.65955016146823,2490,371,0.4050944788308432,Alto
27.52290357140159,37.27591863073811,1505,1045,0.39667301447032155,Alto
30.093086155894756,82.88441908147144,2188,1500,0.606894724655392,Alto
35.65020867397028,62.62686305950602,2205,2220,0.3883576208504499,Alto
28.561570437454527,48.67855348819583,2651,1629,0.5206336742559361,Alto
24.680877138960362,69.70917504319362,2622,1925,0.7435765589986748,Muy Alto
32.62488994466337,59.84350179609489,1867,926,0.3775062509076833,Medio
32.62628311575059,76.17450179656143,659,522,0.3621252527760575,Medio
20.622015675010147,41.13728581758133,2108,684,0.6298358687023844,Muy Alto
30.371368399510608,50.27709710818533,1316,2473,0.4355646597258679,Alto
32.328362166421414,36.493714961303525,521,192,0.1557370539026297,Bajo
27.76338235684561,70.28874595411652,1900,1883,0.6128762886941638,Alto
32.6091263950588,72.90540268528719,2162,2195,0.5197143097890756,Alto
24.589253723131765,37.02812253060313,675,1745,0.4608391364168397,Alto
27.623473524693676,41.811967941180825,1599,773,0.4083350443344619,Alto
36.29117855832634,78.74436613787766,2028,2385,0.4446513547289786,Alto
34.89115380811754,56.981851689587224,2643,1180,0.35972754981746924,Medio
20.79395666546705,58.77014728664371,721,2417,0.7074489531636075,Muy Alto
32.12205291082445,44.185362195457955,691,533,0.22531170159908245,Medio
27.839793158791046,78.04049083174138,2433,1653,0.6696871826400684,Muy Alto
32.65478021399243,72.5444353732421,1911,1605,0.47292646383992054,Alto
26.32662329903453,48.84969508897531,2663,375,0.5251060052688215,Alto
23.220277864428198,61.76415887857294,2000,1894,0.70691600843601,Muy Alto
33.25805416538664,53.32624241158034,1169,589,0.2692159817112751,Medio
35.78726249565608,35.458726146872614,2944,798,0.23130173178148655,Medio
22.230500182483667,50.75053468996212,2667,1987,0.7275074301376188,Muy Alto
32.10656363705777,55.400004482382045,2235,344,0.3655227133921737,Medio
23.53742220819482,79.05884244174757,2226,988,0.7513955180229418,Muy Alto
25.114888713440855,51.96238464087119,1317,2053,0.5719738283039151,Alto
20.974957003212218,59.41703743685005,2549,1863,0.7913437358052773,Muy Alto
31.704134906739412,36.281546232541096,677,133,0.17911188427794414,Bajo
25.783812610279263,67.38179823411336,628,518,0.5110197505819225,Alto
29.24020807655349,58.9045682570478,2011,1726,0.5158283964225454,Alto
33.746724996532734,48.49652969833352,483,2171,0.2659562114281807,Medio
20.717791574463533,73.24677052038909,2607,1959,0.8731648268931055,Muy Alto
32.739824699133834,64.17954662047885,1329,1217,0.37593435716022094,Medio
21.980322195064776,81.4018858984694,2229,1707,0.8413039188411409,Muy Alto
29.987058235563836,72.10018463679677,1551,2273,0.5560281288361796,Alto
31.219210779283564,73.71631190310246,551,2100,0.4591528887062518,Alto
23.72573039278507,42.19237302235095,2397,1788,0.6180426047562491,Alto
24.54291614642394,51.40107219920834,2958,2235,0.6951499576254969,Muy Alto
26.577262426144586,76.7439344789739,2931,1377,0.7165097925617796,Muy Alto
28.786167922253956,67.07711660289837,1042,1780,0.510837816549728,Alto
25.57985079117952,65.40266263139426,2018,302,0.5824492831783837,Alto
31.65122629527273,82.52550716316725,1849,1876,0.5583638638741447,Alto
34.95265587412891,64.62850807338765,2505,196,0.3389706638447295,Medio
35.53159056611598,79.51226405535427,2884,2189,0.5130533781780819,Alto
20.037156492658312,57.29786724661326,2145,1034,0.7429972536697714,Muy Alto
28.341972500341377,68.70741161315365,2899,314,0.5751141440592904,Alto
31.952779869201827,69.94228827823096,2945,650,0.4980481132204887,Alto
35.38841458889917,82.68846035650893,918,319,0.3215971208663071,Medio
20.581023688696888,77.10762679905366,1404,1300,0.7898958492803961,Muy Alto
27.587884727362205,57.75824593960056,1405,2289,0.5467115773483625,Alto
35.82982705195022,67.60795958586726,425,1012,0.2396728449073241,Medio
23.0788631166872,62.438318228384546,2844,678,0.7077153218486072,Muy Alto
33.68111631988619,82.60188631290775,1862,590,0.44048794192146024,Alto
36.801198017727245,76.04970130672845,2321,60,0.32374718332832364,Medio
31.8145615869824,49.00467930767173,1435,526,0.3025751470896289,Medio
33.693329256319196,53.4057632557331,1563,2000,0.3492817153947959,Medio
26.33276651122206,64.10439785085524,1256,469,0.5160825077382876,Alto
25.67632886637154,71.0217601278825,2011,1146,0.6467780951018068,Muy Alto
36.30410322846508,40.859103634475495,2683,410,0.20794485515759956,Medio
22.05385706041476,75.61239699093169,2858,2014,0.8648817858415938,Muy Alto
23.240965345406714,69.49958979895457,420,2147,0.6583751905130911,Muy Alto
24.076389931585002,49.48410490941909,2857,1766,0.6703936349086939,Muy Alto
32.377426645438845,46.952222481718124,1746,2127,0.3728171553894488,Medio
22.99285099818595,68.37134558528786,1505,139,0.6303504306253078,Muy Alto
28.794675213571786,63.021293843025745,1990,2176,0.5684761229682975,Alto
31.692146064086863,54.870776950704155,2674,177,0.3936830079158595,Alto
35.83101293901608,74.84263932021008,1484,1679,0.37155105453130555,Medio
23.959750269370705,76.76935247888278,534,1027,0.6262303322566771,Muy Alto
28.933934934169656,38.945499003211864,1145,2332,0.40446826856736867,Alto
35.31026710484135,59.48864624659323,2661,1305,0.3670340687971768,Medio
24.9731318859219,75.80253692214015,1333,1308,0.6556337203568036,Muy Alto
22.31847524180952,73.97403697592159,2614,534,0.7634907009736028,Muy Alto
22.009116048934125,79.0919318029503,2217,31,0.7482166747114062,Muy Alto
34.10782695966166,64.00724863993912,2374,2102,0.4432690729817135,Alto
26.267232112178938,51.196757426542796,2415,411,0.5245152936564706,Alto
20.174630694708156,67.94311109560081,733,427,0.6741844919241378,Muy Alto
33.8011758468738,65.04887255211686,735,2279,0.36456171365969714,Medio
25.896055050322808,73.90540585996833,1264,1825,0.6410383304173759,Muy Alto
20.28329103940872,38.36083226612954,653,1152,0.5589984198280533,Alto
25.726295115279093,54.111360413256435,2730,2453,0.6711795185838955,Muy Alto
32.106231670149114,74.99684459121113,1532,2425,0.516223380636318,Alto
33.343518178935796,69.14883472613019,553,2494,0.396283630954387,Alto
29.76622007980989,81.99620988321354,1126,1232,0.5336426341452452,Alto
33.84403526894017,35.72344080707463,501,2423,0.2151014928957381,Medio
22.145224409508597,63.011281152118315,2456,1846,0.7690141843024139,Muy Alto
23.312288859845207,46.147032123679665,484,1200,0.5027515348025579,Alto
30.95220971559513,35.68704346800265,933,486,0.23018694608843251,Medio
28.341297192077203,61.613208387725884,1873,348,0.4795745745662347,Alto
29.578073470105803,60.914888771291416,1115,1932,0.470687744593329,Alto
25.869714957855727,71.41028664097698,1390,1433,0.6187433245779577,Alto
23.19197403873965,57.295637338887275,2524,1846,0.7162084257346434,Muy Alto
33.706717192581394,41.72708691247345,497,778,0.1685900566291581,Bajo
27.560191513696644,61.251703082833885,1431,1135,0.5104700976687924,Alto
26.185151076026372,69.06398638574171,1906,232,0.5726804979347976,Alto
27.226088229504878,60.11650899969399,800,2130,0.523383901333778,Alto
25.7923021996472,53.71185858177959,2712,326,0.5641944880441324,Alto
26.296348782274006,40.96189619893778,2533,1369,0.5278113804816443,Alto
31.997825222577703,64.79809013447712,848,1744,0.39554993948311523,Alto
22.224404489056134,66.32161429758193,2687,1291,0.7702434951817405,Muy Alto
33.85807365325897,83.41318876945573,591,408,0.35243436674345097,Medio
27.608102488376247,72.85690290847597,2687,1098,0.6403385840626404,Muy Alto
26.818476373019134,61.31198243930373,2985,1247,0.6327087529591584,Muy Alto
31.010539663612278,66.686363863396,988,2081,0.45728133613280475,Alto
23.950925756591687,42.08519499185457,1721,1658,0.5633296928788561,Alto
26.202258181830608,56.90305166254201,2538,1628,0.6197252947918623,Alto
33.79700758989787,58.50164245780645,2957,2206,0.46648716270714186,Alto
36.604840784237055,51.32333082109274,2607,1174,0.2816768092369953,Medio
20.050828043579834,78.74926897617402,725,2057,0.807297346325734,Muy Alto
36.70619019516063,52.27150126288002,839,1702,0.19991039693149681,Medio
27.205993315614155,67.94079831766621,1141,2398,0.5953564912486333,Alto
24.950412878647544,43.102158156758605,1121,1022,0.4725392262892708,Alto
24.4927269475587,41.80993548295865,2584,1470,0.5907942235636029,Alto
34.543369074693445,35.97450356807015,614,1089,0.13948254461050552,Bajo
25.09312579398192,80.79331277881815,1477,901,0.665526919643996,Muy Alto
21.71299549899428,57.089963816977935,2696,496,0.7027652022774927,Muy Alto
35.74857459898446,51.97626501533649,986,2420,0.26904197479912173,Medio
34.674968605120256,79.74679119177526,2125,1841,0.4749543891415602,Alto
35.35429501987414,49.842294072642815,914,1742,0.232956744924185,Medio
30.855326750809347,40.167443155171654,1138,807,0.2824517682079446,Medio
21.034749478965498,58.67257799838105,2376,1031,0.7354999185155562,Muy Alto
28.200782589140605,81.50112140167451,1054,2118,0.6135640281749273,Alto
24.371846103976917,61.64690646081212,2694,1302,0.6881300211982512,Muy Alto
23.759065136022517,44.93165950842014,1941,214,0.5266364251481971,Alto
21.829472873587946,48.15453867836236,1551,556,0.589004850220896,Alto
36.068420438264305,72.07648208187823,543,2170,0.3172305369126116,Medio
27.30367471376662,50.69852016721787,2888,2201,0.6078871854275159,Alto
29.862616622431332,69.75147602956628,605,1618,0.4586125884533593,Alto
20.914821518018787,83.61399897061875,1998,1243,0.8455194019710186,Muy Alto
23.343049141374838,65.81622762676537,1178,1411,0.6491308399289308,Muy Alto
35.67976396714064,60.83183028444484,1491,1645,0.3073684995962964,Medio
21.534538313808604,67.79625314116232,1840,1719,0.7652212590677797,Muy Alto
28.11019970782627,57.19481134495636,872,1389,0.45325937419861445,Alto
36.56438810607439,83.56772867043965,539,2269,0.36289057371809136,Medio
28.658616326273226,50.638569713644905,1626,247,0.39788870984746416,Alto
24.410426022435356,50.303403914762995,1567,1149,0.5558940474786604,Alto
34.322676551518555,48.015486673085434,2518,2017,0.3652238125852183,Medio
34.92545021976445,42.221538012505185,2639,2141,0.33379152105129106,Medio
33.32246568628452,65.11514421597599,1972,1246,0.40493541675064226,Alto
35.07505850854359,59.042050410149635,1637,1764,0.33054820806232904,Medio
21.027428974468982,57.73554777506533,832,1427,0.6552014854258048,Muy Alto
20.764178878588545,56.64713636882517,1758,2360,0.7591786699441503,Muy Alto
25.549019289341402,59.28347170386765,445,2432,0.5593877032487441,Alto
29.617596458357855,35.48230566478964,1027,2048,0.3476480178690309,Medio
25.389474880504245,35.99693574033374,1428,585,0.42395342162443234,Alto
31.650424505122473,80.62932229676431,2715,2113,0.6139531229884314,Alto
23.436631950524124,83.31279709822053,1252,762,0.703873881405076,Muy Alto
22.70115339663208,54.691998256055044,412,906,0.5424801925567375,Alto
35.20321492293564,72.59225582627764,601,748,0.27944881385247466,Medio
36.119407643566504,57.109032533921265,1839,2247,0.3273969864983199,Medio
21.81482478791197,55.82227374005883,1378,567,0.6161054176782068,Alto
29.517970424975736,61.097040299320184,1572,1994,0.5043581760075577,Alto
30.517557195727047,69.73237963243425,1948,860,0.4862906398766944,Alto
30.00985512991391,47.833446494750575,2016,2163,0.4622394933527991,Alto
27.56221198219435,55.45390741003296,1300,642,0.45085809145552136,Alto
22.97144475983449,68.8784664873638,1683,1065,0.6887908685449244,Muy Alto
32.0237859933761,75.23350669162473,2059,347,0.4523740058814871,Alto
30.70428456778499,76.02612995042304,2712,1017,0.565779723748554,Alto
23.210972676272895,78.05211176043954,812,1657,0.7008772246856625,Muy Alto
23.132310004531845,81.74612319065689,2585,91,0.7547692355310865,Muy Alto
27.532836373794236,69.74644634682673,608,459,0.4689230919105781,Alto
25.712686934956896,69.71037557109467,1062,280,0.5394888684691683,Alto
32.6194065175441,67.37105929861707,2838,2478,0.5480431992511213,Alto
27.296968246895837,62.740534838606,1675,1631,0.5638720610686119,Alto
22.52286974321978,37.6985717589145,2833,1696,0.6528502521455434,Muy Alto
35.21541290366378,62.69466961160148,1291,1882,0.3284895249100672,Medio
20.457811587928237,76.85014734345938,2578,85,0.8060650316437533,Muy Alto
22.628870887546178,51.46197458842291,2609,536,0.6464569968557052,Muy Alto
29.21635192993702,74.47875178431286,2184,1331,0.5829442165158012,Alto
34.489952489570804,73.71625571096243,882,966,0.3327394955803943,Medio
27.507643568508726,39.01836747502879,1615,1829,0.44986887036206374,Alto
32.53437458972971,59.014347301833936,542,298,0.26439957546548437,Medio
23.798604008598545,39.488484409906334,2781,1442,0.6100291006713743,Alto
28.01799910359707,76.3740858202831,718,1708,0.5537582797814959,Alto
26.34040419376676,36.28590504942863,1803,897,0.4365436285399516,Alto
31.782586643231312,76.59878711528432,2057,249,0.4609106095842997,Alto
23.31478266762555,48.2033953840998,2382,972,0.6184076650564236,Alto
28.78378215172024,74.1149973710678,1983,827,0.5568506994773503,Alto
32.33172774707643,61.59568096881362,2580,2003,0.4897671548866994,Alto
34.67696485433525,82.49509454247055,537,1189,0.3590708036181031,Medio
20.92731490145101,79.68285270223572,2816,1247,0.8768276070655083,Muy Alto
33.12740976184291,84.22182277666522,1011,404,0.4026004736994873,Alto
31.971258713978333,38.95300047187378,454,1974,0.2590374684404475,Medio
33.628916335322984,57.71947213474799,432,2368,0.31987023578337215,Medio
29.813016103118315,58.84958936936645,2943,1428,0.5424409408125143,Alto
27.01489171120601,56.52697904574866,2633,1251,0.5827253533656321,Alto
29.854562028608687,62.04020166326058,2046,427,0.45333481839759554,Alto
27.42262039913152,46.0941903369307,2979,2139,0.5850519358318343,Alto
34.68753420665379,72.14522835724233,2136,2257,0.45875701715766076,Alto
23.914274607928814,57.287190708460635,434,896,0.521558128280811,Alto
28.55589179939321,43.097725687680665,922,1617,0.38703003882931236,Alto
20.638852085874014,46.879756169893525,2052,944,0.6659581915347023,Muy Alto
20.155909763702017,52.607568638028496,2688,2272,0.8099701714285975,Muy Alto
21.577856707756276,39.06388765660434,2670,1459,0.6646797202250078,Muy Alto
29.97078306639343,83.95097178882769,2847,1786,0.669749287508115,Muy Alto
25.682529695627505,63.5108937623067,2319,1942,0.6677127004630738,Muy Alto
26.102801813540978,74.40582590002063,1601,1689,0.651813252480752,Muy Alto
28.1585762352207,54.36533436290449,1391,621,0.43338642074385486,Alto
21.848889543104484,53.52939202199836,2489,364,0.6627629878188411,Muy Alto
28.715972910470363,36.12318297555263,739,1980,0.3551947580956161,Medio
31.83684285182151,48.50615547984784,2346,270,0.3433266531115673,Medio
30.42588590068803,68.17628767904564,1541,1644,0.49399561063184755,Alto
22.57383710711245,49.00910297860739,871,1849,0.5923072619516969,Alto
24.03384005223499,73.01001852897238,1846,1923,0.729840044025283,Muy Alto
26.543054109001794,35.640067572673885,1979,1363,0.4609204979227206,Alto
35.35716538864351,45.41239404803367,1094,342,0.15548910217655482,Bajo
32.442864481341964,52.8378823117749,1056,1423,0.322967127569036,Medio
30.821739254848247,47.057858634384345,1894,176,0.3327091922583794,Medio
33.04202031726394,70.99665455694468,1060,2209,0.4311860469424431,Alto
36.03506238939818,77.07524580574503,457,1263,0.29333816941579044,Medio
28.44967309266596,42.25015094410746,1676,539,0.3806167964854009,Medio
33.11652895746158,59.81019009293723,850,894,0.2993441672218441,Medio
20.41344514714342,64.8034417676278,1705,62,0.6946664674611974,Muy Alto
26.006760376274112,74.1819577282545,459,1454,0.571893520408063,Alto
31.429020076008864,66.90595413577523,1415,1718,0.4553723749906563,Alto
35.93008684617576,44.57022709761106,722,173,0.10426578726248445,Bajo
25.29627947128173,51.56689175016649,2972,579,0.5960479948768264,Alto
29.146905400710953,83.13134069306142,1719,1424,0.6022861018405574,Alto
21.536865725084837,43.23410434603367,2603,405,0.631139075863091,Muy Alto
28.818861916789125,61.78151815155645,2541,240,0.5028219732778595,Alto
23.544002144346905,72.89125339134625,2429,265,0.6993936118407937,Muy Alto
21.452357135237456,70.2822387111874,1738,1581,0.7665734764748682,Muy Alto
32.99371438943834,51.51656592469307,2397,1572,0.39074647666434015,Alto
22.801256640011115,35.11923046976399,2809,2112,0.6511001549712955,Muy Alto
30.54289472477613,57.31684249227864,2980,728,0.4831523413267246,Alto
29.522416357732524,83.64507317201696,532,1384,0.5191832015774871,Alto
22.773316262653484,53.95419795805301,2239,505,0.6300839806106104,Muy Alto
26.311655116736297,37.24396986571366,522,248,0.3319713090729166,Medio
23.12367058230466,67.23884399601201,1483,1916,0.7051628474089975,Muy Alto
21.999476716508344,75.20190988533778,2054,1986,0.8136259696622364,Muy Alto
27.07803791313001,36.70405361276455,1643,114,0.37029328278049484,Medio
36.79836618883392,82.08876216569274,554,2135,0.3436761714345847,Medio
20.673596006238263,77.60424198217461,2562,1900,0.8897273340079821,Muy Alto
36.42465898145943,47.431411809251045,481,1324,0.14445231494546001,Bajo
33.92167040212689,55.68047549450452,843,1164,0.26931736242216553,Medio
34.60507111965457,83.46696297528027,2185,1746,0.49391709745489953,Alto
21.39381919922771,49.46398595805385,2909,1020,0.7134322375616406,Muy Alto
28.939298355499325,79.0546038949661,2433,2194,0.6694780727306074,Muy Alto
24.025142421475536,63.52224039209976,911,1171,0.5909098275924529,Alto
23.06521895085939,64.2080697700092,921,631,0.5960009147450822,Alto
20.36710356959201,39.04780559215162,2461,1128,0.6700389588140284,Muy Alto
25.563867458905197,40.63316354047947,1172,1015,0.4461694431682,Alto
36.88947115681401,80.70707183159752,1279,1173,0.3329110668798155,Medio
23.216311491624847,56.917100920176495,2429,1963,0.7134741219383899,Muy Alto
28.944062123472897,36.624266059845084,1958,1473,0.40183917550141535,Alto
32.02208369232633,38.42930940369431,1067,428,0.21860377002408415,Medio
31.29778110566371,56.53550831044848,1718,2447,0.4629379598026344,Alto
36.02612277730384,45.70865357860135,1076,2050,0.21889924699458982,Medio
29.663118100709923,47.90826282788212,2183,2353,0.49178575682980735,Alto
21.384242232006073,68.10336899808368,2544,471,0.7543581461785034,Muy Alto
20.68043131306576,56.54926536849227,1527,1449,0.7031301416713405,Muy Alto
26.458529952652416,74.2269406118455,2960,2233,0.7506532836945459,Muy Alto
33.41578804119681,64.94954592741763,1835,210,0.3433467915960928,Medio
30.980495777098,57.161387123990266,2845,1298,0.4891026688327482,Alto
22.591339112336758,78.96337557315829,873,2089,0.7472366730634612,Muy Alto
36.094485650871555,80.99594985305828,762,2384,0.38305694634699416,Medio
28.924874901197576,69.50927889136983,2746,29,0.5394093016492861,Alto
33.02434622224323,38.123526525631306,2107,2449,0.3498448348940811,Medio
20.09460267684646,58.93214511614029,2255,909,0.749989008306243,Muy Alto
27.832331472726594,71.73028674786447,1710,780,0.553212578245795,Alto
23.91909545648196,77.9234473189542,2385,446,0.7189375803959239,Muy Alto
25.020013103896865,53.86343947785301,2368,2407,0.6654466553384164,Muy Alto
26.165282975031342,79.31365820427933,907,285,0.5635069812620088,Alto
21.460845144391207,62.52964021120094,2221,2123,0.7848604191630806,Muy Alto
22.396959548831628,43.33001332294341,1669,1612,0.6077735137930724,Alto
31.72216116950156,80.31157316584472,2362,299,0.501607344419178,Alto
34.68470921146894,65.28576184313316,2961,822,0.4078005732290925,Alto
28.00919626165755,73.49889153061773,1336,738,0.5316766672531048,Alto
25.162336946796724,44.91810981986136,1764,256,0.47807328664659443,Alto
22.803936028741663,71.8748368086313,1700,951,0.7034772582228421,Muy Alto
23.42612386178393,36.06057549995445,446,1327,0.4548799167095927,Alto
21.108841052428623,47.607264405752844,479,96,0.5186759543641086,Alto
27.63204187716764,76.39860448808994,714,1692,0.5637594313458811,Alto
25.23850769052606,78.71280774525083,670,225,0.5693260564130292,Alto
34.74949727898319,60.42630552451279,2576,1733,0.4026815650658283,Alto
32.43766787150308,36.67722381451127,2396,2127,0.36179623305092456,Medio
31.4231870771338,42.89052456976417,2301,1751,0.39637008643570554,Alto
26.439631034406165,61.77052877240954,2713,696,0.6024201233804415,Alto
22.69631900072944,39.337074581570256,2526,1161,0.6112453672017106,Alto
23.901105134204517,66.57317998968956,2099,241,0.6375242592562285,Muy Alto
24.041681722798536,39.52622306348549,510,1432,0.463113029300826,Alto
29.767672258501044,44.90951569083535,2388,444,0.39542303779091237,Alto
31.21883402879846,51.787016233292846,855,716,0.30617859945961384,Medio
34.1089269735766,69.59884736050333,1861,1162,0.3933884568547689,Alto
31.32515472161989,49.72200106048599,2098,1163,0.39121283828984355,Alto
29.15987564636979,63.075569394499745,2069,1819,0.5461506424449676,Alto
35.38475292302339,51.83342616188056,1060,1223,0.22572680648351554,Medio
22.95394134339145,35.14243776958345,556,1438,0.47590229865706557,Alto
32.829981319803416,46.297706038769746,1402,912,0.2774082313590662,Medio
25.653907791161096,39.421454802196735,2519,117,0.4775992336530545,Alto
28.661957732850063,38.156345774614124,2531,1999,0.4776679970349605,Alto
31.36950143832241,59.615321287441404,2403,421,0.4206018635592127,Alto
35.78512834965164,45.739229078396974,1616,2220,0.26724132716985183,Medio
21.425282714438904,40.784923387326245,1954,1939,0.6562271248469544,Muy Alto
27.71162040023888,63.09439664291316,1476,2392,0.578144618376976,Alto
28.99751066867719,47.339378827350096,1668,920,0.4073724275452819,Alto
28.503014575353067,74.98075926303149,2377,304,0.568076065502356,Alto
27.286740078941648,46.106812741010245,992,677,0.39649622109985416,Alto
23.6712152800469,37.852190416118944,2753,958,0.5808166707960467,Alto
32.67952673811156,56.210440937265595,2216,1794,0.421665795929571,Alto
28.935192997620835,57.3164781233644,2595,348,0.48661221578330743,Alto
26.528565089248517,67.55465576577691,590,2151,0.5668666999069022,Alto
32.75894771635159,59.324595132579205,2172,1705,0.4273915690796656,Alto
32.70347449746254,83.3023312655265,1256,541,0.43180977439956686,Alto
35.62022563621845,65.96246731046004,533,2064,0.294834793452185,Medio
23.11724554591859,44.78531653561828,1055,1191,0.5364288668527234,Alto
34.90739678915984,83.73491016127403,2875,1288,0.5071445282114122,Alto
27.866631003431785,35.92742790912873,1659,243,0.3514759369438436,Medio
24.67155039559308,79.46329641943673,2032,156,0.6694399926390845,Muy Alto
30.151132376840586,69.2680960232978,2646,981,0.5431700372399505,Alto
28.64186143331868,40.73963316497408,1203,1884,0.40339212451355627,Alto
28.984000812686382,41.728501725094475,1794,2206,0.45030351836568866,Alto
35.29805728071989,35.761965375405985,2294,661,0.19999413320605688,Medio
21.220363875890474,66.8292015948524,1122,1016,0.6915216039197415,Muy Alto
28.66131363435409,82.48077890944583,424,1887,0.5554059239310888,Alto
24.983230368626476,44.65664065045762,1285,1037,0.48988643846957564,Alto
25.007024120462326,65.37629073378034,1953,1414,0.6478726275959695,Muy Alto
36.57402306918394,63.39704906245173,758,1758,0.2547481886594617,Medio
27.565051049139072,66.81880546468405,875,2152,0.5516555940737965,Alto
30.503215294380954,62.01603903751388,2060,2051,0.5137174605160976,Alto
21.66688630524245,65.81797347062047,1786,88,0.6703775552620873,Muy Alto
25.200009577585835,35.71076178545611,2514,2176,0.5711281644247792,Alto
30.886133966761534,62.27674640234085,2138,1447,0.4799650345294624,Alto
32.69114133719206,65.04102619369375,2108,624,0.400918509693176,Alto
30.574038329917894,76.47111459353778,1055,1270,0.48176796010016837,Alto
34.54943937519107,59.65010361088498,525,503,0.21934910501916066,Medio
33.482800791525406,42.632262317931946,828,1309,0.22511447478617047,Medio
35.10310104607227,75.55327914938968,2436,1769,0.4584195474849847,Alto
21.81616721547083,72.81884281448059,1628,1852,0.7747156607830906,Muy Alto
20.0674427498909,44.126393783296166,2971,167,0.6881338088959338,Muy Alto
29.80190881342626,63.76539957674139,1052,2202,0.48713321662998826,Alto
29.596574304260947,83.0654489003424,482,435,0.4656782105651353,Alto
23.919196234103797,68.16610030947328,962,1110,0.6164022384953918,Alto
29.702637357172293,54.070471867812984,639,488,0.33571313777656514,Medio
26.137283582866708,40.9910387165252,1979,1797,0.5188942095629034,Alto
36.88107551023424,76.12169462102102,1652,420,0.2979481559733821,Medio
27.129222869067792,77.23195326776968,1818,749,0.6046312096084483,Alto
34.02581304106472,81.35666169794231,2977,2237,0.5724496350811463,Alto
32.186169373104974,64.06854455050947,2754,1083,0.47229447588690227,Alto
27.94945626859395,68.42598270366389,2084,2182,0.6243562503892326,Muy Alto
29.570009829906304,46.16804946844644,2483,418,0.4116432105769803,Alto
34.65130679867124,62.921853355836156,1320,2099,0.35770832405503367,Medio
34.67603351426096,35.38414680818378,1324,2427,0.24081932038521708,Medio
28.52193190373625,63.22939948397698,412,2353,0.48856432530899807,Alto
25.127894618083197,67.56883376282755,616,2393,0.6196990970080014,Alto
21.153836213403107,37.94353925406667,2558,511,0.6188780835704911,Alto
20.429627606723148,71.98604737435372,459,609,0.6782651347907782,Muy Alto
32.480963432345845,61.53757812402772,1501,460,0.3448105477652965,Medio
